0.524226, -6.82571e-10
1.61269, 0.0137882
0.370684, 0.370684
0.512228, 0.00437944
0.574391, -7.47888e-10
1.61117, 0.0715028
0.406155, 0.406155
0.511743, 0.0227109
0.660731, -8.60308e-10
1.60371, 0.170582
0.467208, 0.467208
0.509373, 0.0541807
0.776865, -1.01152e-09
1.58408, 0.302762
0.549327, 0.549327
0.503139, 0.096164
0.914183, -1.19032e-09
1.54686, 0.4563
0.646425, 0.646425
0.491316, 0.144931
1.0625, -1.38343e-09
1.48999, 0.617174
0.751301, 0.751301
0.473254, 0.196028
1.21082, -1.57655e-09
1.41645, 0.77114
0.856177, 0.856177
0.449894, 0.244931
1.34813, -1.75535e-09
1.3342, 0.906028
0.953275, 0.953275
0.423771, 0.287775
1.46427, -1.90656e-09
1.25461, 1.01337
1.03539, 1.03539
0.398493, 0.32187
1.55061, -2.01898e-09
1.18983, 1.08871
1.09645, 1.09645
0.377916, 0.345798
1.60077, -2.0843e-09
1.1501, 1.1306
1.13192, 1.13192
0.365296, 0.359103
0.370684, 0.370684
1.1306, 1.1501
0, 0.524226
0.359103, 0.365296
0.406155, 0.406155
1.08871, 1.18983
0, 0.574391
0.345798, 0.377916
0.467208, 0.467208
1.01337, 1.25461
0, 0.660731
0.32187, 0.398493
0.549327, 0.549327
0.906028, 1.3342
0, 0.776865
0.287775, 0.423771
0.646425, 0.646425
0.77114, 1.41645
0, 0.914183
0.244931, 0.449894
0.751301, 0.751301
0.617174, 1.48999
0, 1.0625
0.196028, 0.473254
0.856177, 0.856177
0.4563, 1.54686
0, 1.21082
0.144931, 0.491316
0.953275, 0.953275
0.302762, 1.58408
0, 1.34813
0.096164, 0.503139
1.03539, 1.03539
0.170582, 1.60371
0, 1.46427
0.0541807, 0.509373
1.09645, 1.09645
0.0715028, 1.61117
0, 1.55061
0.0227109, 0.511743
1.13192, 1.13192
0.0137882, 1.61269
0, 1.60077
0.00437944, 0.512228
1.16618, 1.16618
1.91926, 1.95236
0, 1.64923
1.14777, 1.16756
1.20165, 1.20165
1.84815, 2.01981
0, 1.69939
1.10524, 1.2079
1.2627, 1.2627
1.72026, 2.12978
0, 1.78573
1.02876, 1.27367
1.34482, 1.34482
1.53804, 2.26489
0, 1.90187
0.919788, 1.35446
1.44192, 1.44192
1.30906, 2.40451
0, 2.03918
0.782851, 1.43796
